27450 0.612723 72.8088 69.736 38.8375
27675 0.617746 68.8374 69.8652 38.6841
27900 0.622768 71.669 72.2771 38.1378
28125 0.62779 68.7439 87.6 45.3704
28350 0.632812 69.2517 70.7808 39.0635
28575 0.637835 72.0812 71.7835 48.3127
28800 0.642857 71.8478 69.6976 46.5266
29025 0.647879 69.8338 72.4743 48.0205
29250 0.652902 109 77.459 52.3507
29475 0.657924 71.8756 71.0987 40.3706
29700 0.662946 69.1398 82.7979 38.643
29925 0.667969 70.1912 90.6013 38.9784
30150 0.672991 67.7479 79.3318 39.5764
30375 0.678013 74.1299 78.6172 40.3721
30600 0.683036 69.5452 69.7401 38.6983
30825 0.688058 68.4921 71.492 38.2524
31050 0.69308 68.7277 71.7285 48.8687
31275 0.698103 68.2784 70.9049 47.9753
31500 0.703125 72.3189 75.126 47.3564
31725 0.708147 69.0363 71.4452 48.5353
31950 0.71317 67.833 70.8244 41.8465
32175 0.718192 77.8631 73.2777 39.6289
32400 0.723214 78.2401 71.1253 38.5812
32625 0.728237 79.3741 73.1532 38.5904
32850 0.733259 144.154 157.754 79.6497
33075 0.738281 145.861 163.576 96.3336
33300 0.743304 145.797 165.519 83.0653
33525 0.748326 194.484 186.452 87.7902
33750 0.753348 161.304 153.984 84.2416
33975 0.758371 142.607 175.188 88.0084
34200 0.763393 144.263 162.278 90.8001
34425 0.768415 145.811 159.655 82.2473
34650 0.773438 145.881 166.495 86.2405
34875 0.77846 155.751 164.744 85.3009
35100 0.783482 143.402 161.327 86.871
35325 0.788504 155.342 161.097 79.7707
35550 0.793527 152.697 197.387 81.3741
35775 0.798549 151.622 160.464 82.7539
36000 0.803571 155.969 162.179 79.9535
36225 0.808594 145.393 174.674 89.4694
36450 0.813616 145.512 161.242 84.1059
36675 0.818638 156.78 164.428 81.8908
36900 0.823661 151.779 160.933 83.5551
37125 0.828683 146.143 165.538 91.5514
37350 0.833705 161.088 162.446 98.28
37575 0.838728 150.377 159.027 81.1696
37800 0.84375 151.56 166.699 84.3015
38025 0.848772 147.023 170.915 88.6312
38250 0.853795 147.305 159.923 85.3772
38475 0.858817 169.364 187.278 81.4703
38700 0.863839 161.352 164.695 95.455
38925 0.868862 145.874 163.503 91.7952
39150 0.873884 145.492 167.499 80.0836
39375 0.878906 144.571 160.937 87.7779
39600 0.883929 142.823 159.985 91.5891
39825 0.888951 154.64 158.785 80.0375
40050 0.893973 154.141 162.843 83.1258
40275 0.898996 156.066 159.455 85.3986
40500 0.904018 153.899 162.351 82.0268
40725 0.90904 160.061 163.825 92.0611
40950 0.914062 164.291 164.664 81.0987
41175 0.919085 159.485 164.67 98.4351
41400 0.924107 153.898 166.471 81.897
41625 0.929129 166.066 158.873 87.3484
41850 0.934152 158.911 160.318 85.1654
42075 0.939174 158.286 161.435 83.139
42300 0.944196 152.61 170.404 81.8401
42525 0.949219 159.879 159.915 79.4984
42750 0.954241 154.341 161.136 94.6702
42975 0.959263 159.615 159.735 89.0981
43200 0.964286 159.005 161.282 80.0051
43425 0.969308 163.063 163.375 79.804
43650 0.97433 142.986 162.155 91.7275
43875 0.979353 143.921 168.21 95.5511
44100 0.984375 146.181 164.596 87.2474
44325 0.989397 145.474 166.021 97.3131
44550 0.99442 143.433 162.17 84.9095
44775 0.999442 147.849 172.85 86.2689
44800 1 144.431 161.546 96.3187
